Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,Broadband,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate
S01010852,"Braeside, Branchton, Lower Larkfield and Ravenscraig",Inverclyde,689,442,14%,94,12%,54,150,138,113,126,0.23,0.15,104,73%,5.61,169,5%,3%,2.89932133,2.013504155,6.245637119,3.955454545,6.969092798,3.296468254,8.427583102,15.67093144,20.55469529,0%,13,190,110,5,15%,1%
S01010853,"Braeside, Branchton, Lower Larkfield and Ravenscraig",Inverclyde,806,501,14%,114,12%,59,140,183,99,96,0.22,0.07,129,77%,5.28,147,2%,5%,1.869478458,1.956862245,5.444515306,2.948703704,6.740419501,2.244327485,8.798656463,13.50518141,18.12804422,0%,28,349,147,0,17%,0%
S01010854,"Braeside, Branchton, Lower Larkfield and Ravenscraig",Inverclyde,864,579,25%,219,20%,117,190,337,172,92,0.26,0.05,160,67%,4.95,169,3%,4%,3.252193933,5.306408451,4.574951246,4.303421986,7.197193933,4.321666667,10.79401138,12.18323673,17.59411972,0%,3,35,175,5,19%,1%
S01010855,"Braeside, Branchton, Lower Larkfield and Ravenscraig",Inverclyde,505,297,22%,110,15%,43,135,163,319,168,0.25,0.00,115,81%,5.65,163,1%,6%,2.339772321,3.19384375,4.59915625,2.764565217,6.030205357,2.716156463,10.47990179,12.91039732,16.74630357,0%,11,219,103,2,18%,0%
S01010856,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",Inverclyde,811,530,25%,202,18%,95,170,235,440,254,0.24,0.03,153,75%,5.13,168,7%,6%,2.927979075,4.666514317,3.483235132,2.915410959,5.473810573,3.930063291,11.83770925,10.90829295,16.51348568,0%,65,806,175,2,20%,0%
S01010857,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",Inverclyde,812,562,11%,86,8%,46,120,78,74,75,0.19,0.11,98,82%,5.89,99,4%,3%,3.247514846,4.882108076,2.618533254,2.57535545,6.318105701,4.195057143,13.41140143,10.74305819,18.15666271,27%,9,111,136,6,16%,1%
S01010858,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",Inverclyde,616,405,25%,151,17%,68,175,191,410,83,0.23,0.10,119,76%,5.29,160,2%,3%,4.358765517,5.058965517,3.001241379,2.615590717,6.194844828,3.728149606,12.64287586,8.987696552,18.58584828,0%,15,245,157,13,22%,2%
S01010859,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",Inverclyde,744,443,29%,213,18%,81,195,87,216,123,0.28,0.07,195,64%,5.09,204,2%,3%,4.919468665,4.613933924,2.525888965,3.305806452,6.036447548,2.523475,10.17006131,6.993174387,16.19433243,0%,16,216,122,0,17%,0%
S01010860,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",Inverclyde,555,336,16%,89,15%,50,140,83,198,91,0.21,0.06,117,83%,5.77,148,5%,8%,3.768302716,3.905854633,1.630814696,2.401,6.145283546,3.486012658,8.888977636,5.547124601,14.61581869,0%,8,145,94,3,15%,0%
S01010861,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",Inverclyde,626,395,31%,194,26%,101,190,348,324,166,0.30,0.00,167,78%,5.24,163,4%,4%,4.647542373,3.142342065,1.551043914,2.561296296,5.377014638,3.452168675,6.95192604,5.072041602,12.65197612,0%,31,498,123,4,19%,1%
S01010862,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",Inverclyde,529,346,43%,225,35%,120,275,496,507,131,0.32,0.19,200,54%,3.95,201,11%,0%,4.59637037,3.19962037,0.83312963,3.327637795,5.433375,4.145080645,7.355157407,2.975935185,13.08515741,0%,17,323,134,5,25%,1%
S01010863,"Gourock East, Greenock West and Lyle Road",Inverclyde,789,465,6%,48,6%,27,80,114,22,149,0.19,0.00,99,85%,5.63,75,1%,12%,5.477175,4.099253125,1.7354875,3.150079365,5.1276125,3.40421875,9.5,6.1429125,12.22295313,0%,11,140,75,10,10%,1%
S01010864,"Gourock East, Greenock West and Lyle Road",Inverclyde,538,297,3%,16,4%,12,45,50,34,48,0.15,0.00,83,90%,6.23,40,0%,17%,5.90996875,3.372,2.712933036,3.020584416,3.888540179,2.311842105,11.75967857,6.212875,13.27683482,0%,5,93,32,4,6%,1%
S01010865,"Gourock East, Greenock West and Lyle Road",Inverclyde,688,349,2%,16,4%,12,55,15,29,67,0.16,0.00,76,83%,5.81,38,0%,12%,5.176009207,4.196303116,1.460949008,3.708018018,4.925598442,4.30572,8.287985127,3.993576487,9.025502833,1%,11,161,16,6,2%,1%
S01010866,"Gourock East, Greenock West and Lyle Road",Inverclyde,709,331,9%,67,7%,24,95,272,33,110,0.25,0.00,108,87%,6.29,68,1%,19%,4.444248999,3.263104139,2.240991322,2.776157895,5.156558745,3.446845238,12.77110147,6.863951936,10.95025367,9%,*,*,46,1,7%,0%
S01010867,"Gourock East, Greenock West and Lyle Road",Inverclyde,642,374,3%,21,4%,14,75,51,83,104,0.19,0.07,100,*,5.90,68,0%,16%,3.863412463,3.507804154,2.591320475,3.07734375,5.03764095,3.601956522,9.352418398,5.762781899,8.10671365,0%,5,78,46,6,7%,1%
S01010868,"Gourock East, Greenock West and Lyle Road",Inverclyde,813,434,10%,80,10%,45,95,85,101,175,0.26,0.00,118,*,6.00,80,0%,17%,3.465214541,2.471579261,2.141221692,2.08391129,4.324824195,2.479360465,11.05365316,6.884210369,8.656150179,0%,*,*,57,4,8%,1%
S01010869,"Gourock East, Greenock West and Lyle Road",Inverclyde,728,456,3%,20,3%,12,40,38,45,43,0.14,0.22,69,90%,6.22,46,1%,16%,4.386418651,2.484047619,2.279308862,1.836386861,4.973783069,2.812122302,12.28137566,11.30620701,13.72690146,0%,5,69,25,4,3%,1%
S01010870,Greenock West and Central,Inverclyde,755,432,8%,58,6%,24,90,148,49,93,0.21,0.09,126,86%,6.20,59,0%,13%,2.970809677,3.248877419,2.9115,2.612803738,4.249435484,3.056584158,9.309093548,5.373825806,6.740045161,0%,*,*,58,9,8%,1%
S01010871,Greenock West and Central,Inverclyde,851,515,9%,78,7%,34,70,135,72,96,0.20,0.00,84,89%,5.90,60,0%,10%,2.905902004,2.173179287,1.837093541,1.825965909,3.777764477,2.009008621,8.696497773,5.360523385,7.049187082,0%,12,142,115,21,13%,2%
S01010872,Greenock West and Central,Inverclyde,663,439,16%,109,16%,69,145,87,71,94,0.24,0.00,116,82%,5.56,86,8%,6%,2.608723776,1.220188811,1.080472028,1.340968379,3.114157343,1.332434211,4.189909091,2.458562937,6.169118881,0%,19,288,102,26,14%,4%
S01010873,Greenock West and Central,Inverclyde,511,281,37%,190,32%,88,195,289,192,166,0.37,0.00,181,50%,6.00,140,12%,2%,2.439460695,1.128624314,1.000205667,1.716513761,2.684026508,2.157592593,3.288578611,3.277669104,5.883857404,1%,100,1948,98,13,18%,2%
S01010874,Greenock West and Central,Inverclyde,764,506,6%,44,7%,35,80,62,96,62,0.19,0.00,69,84%,6.15,47,2%,12%,3.346906615,1.563891051,1.200564202,1.517857143,3.944588197,1.694051095,6.584941634,5.497055772,10.14978599,0%,10,132,86,4,11%,1%
S01010875,Greenock West and Central,Inverclyde,506,336,17%,87,13%,45,105,85,116,78,0.22,0.00,99,83%,5.93,80,0%,5%,3.166755319,0.946353965,0.734308511,1.70656,3.606856867,1.488690476,3.341972921,2.487466151,8.211958414,0%,12,238,82,2,16%,0%
S01010876,Greenock West and Central,Inverclyde,661,469,21%,142,17%,81,165,225,350,128,0.24,0.06,125,75%,5.79,92,1%,14%,3.704391892,1.50260473,1.664733108,1.416904762,3.882097973,2.343580247,6.044432432,6.593131757,10.02098649,0%,25,380,134,14,18%,2%
S01010877,Greenock West and Central,Inverclyde,904,590,19%,171,16%,93,125,142,128,93,0.22,0.06,112,75%,5.38,79,3%,10%,4.052137265,1.89822286,2.101223904,1.825113269,4.175681106,2.833946188,8.272536534,8.630096555,11.75882568,0%,32,356,130,20,14%,2%
S01010878,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",Inverclyde,1172,799,13%,157,10%,79,105,162,163,98,0.17,0.16,116,82%,5.89,155,2%,4%,4.219867536,2.312546257,1.956944912,2.12699422,4.807169891,2.221066176,6.3922582,5.94313709,11.03367746,0%,84,721,161,17,16%,2%
S01010879,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",Inverclyde,766,513,12%,91,11%,56,105,80,233,111,0.19,0.09,106,88%,5.94,110,0%,9%,3.512448733,3.530150784,1.980274427,1.90037594,5.776468637,2.878445378,8.079059107,7.60017491,12.24704463,0%,22,289,91,6,11%,1%
S01010880,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",Inverclyde,494,305,33%,161,31%,95,175,179,709,113,0.25,0.10,128,75%,5.26,186,7%,2%,3.684886157,4.785081967,3.549763206,2.830875912,7.101243169,3.820663265,11.09577413,7.860760474,14.75612933,0%,25,509,103,6,19%,1%
S01010881,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",Inverclyde,575,372,14%,80,9%,35,115,66,52,115,0.19,0.00,98,77%,5.55,116,3%,7%,4.306767311,3.358083736,2.313462158,1.968103448,5.730382448,2.075737705,9.094198873,8.215744767,12.87713366,0%,6,105,76,3,12%,0%
S01010882,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",Inverclyde,466,338,5%,22,5%,18,85,90,63,55,0.17,0.00,69,86%,5.92,110,4%,7%,5.196431777,4.004470377,2.882684022,1.696,6.786921005,3.571741573,14.27623878,9.378231598,19.67021544,2%,*,*,71,2,13%,0%
S01010883,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",Inverclyde,804,556,10%,79,8%,46,100,205,101,137,0.23,0.11,109,89%,6.00,100,1%,9%,4.035063146,2.765464983,1.79641504,1.449,5.609988519,2.537033333,9.969354191,6.827141217,16.59684271,0%,30,375,59,4,7%,0%
S01010884,Greenock Upper Central,Inverclyde,549,343,27%,148,30%,101,195,289,769,168,0.25,0.08,149,69%,5.14,193,7%,3%,3.538523513,1.782586445,1.273502766,1.479272727,4.61194675,2.187222222,5.205497925,3.747351314,13.36991701,0%,46,842,154,23,21%,3%
S01010885,Greenock Upper Central,Inverclyde,715,467,37%,264,33%,152,260,520,370,143,0.26,0.06,185,80%,5.00,186,8%,6%,2.459715553,2.028008873,2.382943633,2.377678571,4.295871608,3.392832168,6.082413883,6.976218685,12.63353079,0%,35,492,259,30,27%,3%
S01010886,Greenock Upper Central,Inverclyde,361,257,21%,75,18%,47,165,190,367,96,0.22,0.08,112,75%,5.88,128,11%,7%,2.876194196,1.697561384,2.177544643,1.819361702,4.365379464,2.775,4.968013393,6.089375,12.52733259,0%,17,473,55,20,12%,4%
S01010887,Greenock Upper Central,Inverclyde,716,438,34%,241,24%,105,205,160,285,142,0.30,0.04,137,71%,5.47,186,10%,8%,3.351224117,1.064467113,2.202521315,2.479684874,3.80930877,3.333601036,2.706650426,6.283331303,11.48782278,0%,23,323,156,29,19%,4%
S01010888,Greenock Upper Central,Inverclyde,749,520,24%,182,23%,121,170,254,356,130,0.25,0.12,139,77%,5.19,158,16%,3%,3.701878255,1.14117513,1.638427734,2.043932039,3.965738932,2.580539568,4.02655599,5.360449219,12.74234375,0%,41,550,127,26,17%,3%
S01010889,Greenock Upper Central,Inverclyde,531,369,34%,179,31%,114,240,278,287,142,0.30,0.21,118,75%,5.20,188,7%,5%,3.418110687,0.891865458,1.549532443,2.193641304,3.441207061,2.687613636,2.938664122,5.238358779,9.602457061,0%,44,833,112,30,21%,6%
S01010890,Greenock Town Centre and East Central,Inverclyde,738,455,43%,315,29%,132,245,281,571,138,0.28,0.05,151,84%,3.71,190,23%,3%,2.388459038,1.257678804,1.201245124,2.519486301,2.392210663,2.792818792,4.200819246,4.858803641,7.046859558,0%,30,409,118,9,15%,1%
S01010891,Greenock Town Centre and East Central,Inverclyde,446,310,48%,216,44%,134,325,718,1826,155,0.37,0.08,245,53%,4.50,175,27%,0%,1.760223529,2.170164706,1.573111765,2.3205,2.402041176,2.890357143,5.848388235,4.1153,5.491929412,4%,152,3404,82,16,21%,4%
S01010892,Greenock Town Centre and East Central,Inverclyde,802,501,34%,272,29%,144,210,278,219,118,0.30,0.08,135,77%,5.89,165,7%,5%,2.510488609,1.404643285,1.793741007,2.757033898,3.046309952,3.292067669,4.429802158,6.042098321,9.352392086,0%,52,652,126,13,15%,2%
S01010893,Greenock Town Centre and East Central,Inverclyde,468,298,49%,228,42%,123,285,650,369,127,0.34,0.25,186,68%,4.00,160,13%,6%,1.419254808,2.786879808,1.886235577,3.65183908,4.123197115,4.3474,5.868197115,5.728038462,11.08469712,1%,44,945,86,4,17%,1%
S01010894,Greenock Town Centre and East Central,Inverclyde,663,366,25%,163,22%,78,150,183,469,191,0.38,0.06,129,70%,5.00,119,8%,4%,2.505188953,4.946275436,3.13943314,3.298674912,4.305857558,5.135772358,11.24056323,6.686133721,9.916515262,1%,67,1016,81,10,14%,2%
S01010895,Greenock Town Centre and East Central,Inverclyde,367,238,31%,114,35%,84,170,398,1303,161,0.26,0.00,163,83%,5.30,184,9%,5%,3.059695864,5.007810219,2.537068127,2.274096386,5.152177616,5.730853659,11.11746959,4.64783455,11.96997567,0%,27,740,57,7,14%,2%
S01010896,Greenock Town Centre and East Central,Inverclyde,641,411,31%,197,26%,105,210,358,388,127,0.27,0.14,163,72%,5.54,165,7%,3%,3.231473013,4.98564093,3.009572714,2.496463415,5.669538981,5.463963415,12.23987631,7.755974513,15.76920165,0%,32,502,137,3,21%,0%
S01010897,Greenock Town Centre and East Central,Inverclyde,745,484,34%,256,24%,114,215,207,268,136,0.26,0.12,144,70%,5.46,201,8%,3%,3.763989234,5.512350478,4.491489234,2.499278075,6.305992823,5.726717791,16.14472488,13.50303529,20.82879187,0%,16,216,198,6,24%,1%
S01010898,Greenock East,Inverclyde,584,378,36%,209,22%,81,200,250,369,111,0.26,0.18,130,63%,5.04,191,2%,4%,4.522084732,6.268930369,4.766854027,2.156264045,7.051975671,6.268159722,19.24161913,15.02677013,24.23294463,0%,11,189,128,15,21%,3%
S01010899,Greenock East,Inverclyde,541,367,11%,62,9%,34,125,70,76,81,0.23,0.14,112,75%,5.74,131,2%,4%,5.519096747,7.265059932,5.314755993,2.731305732,8.049280822,6.934193548,22.39708048,15.85922089,25.05799658,0%,*,*,100,10,17%,2%
S01010900,Greenock East,Inverclyde,610,406,33%,202,23%,93,200,133,165,88,0.23,0.12,145,69%,5.50,185,4%,5%,4.733590116,6.481362645,3.01512718,1.769,6.701980378,6.706018519,20.19531977,6.680893895,17.71700581,0%,19,313,193,24,28%,3%
S01010901,Greenock East,Inverclyde,653,416,36%,237,25%,103,240,172,486,124,0.27,0.12,128,62%,5.30,236,9%,2%,3.76816129,5.516198925,3.903333333,1.914003984,6.286758065,5.608989637,16.5545914,11.06747312,19.85550538,0%,21,323,84,2,18%,0%
S01010902,Greenock East,Inverclyde,996,628,21%,212,17%,104,155,198,125,113,0.22,0.06,125,76%,5.14,167,12%,5%,4.556099791,6.329762278,1.984723093,1.592717391,5.659119645,6.728506711,14.43261233,4.532058516,13.49294148,0%,29,293,166,2,17%,0%
S01010903,Greenock East,Inverclyde,754,464,42%,314,34%,154,260,497,156,153,0.36,0.11,201,76%,5.00,199,14%,2%,4.162654477,6.162812106,1.682966583,1.698070652,5.294728878,6.535162338,13.7139628,3.350416141,11.56250631,0%,24,320,172,4,22%,1%
S01010904,Greenock East,Inverclyde,539,382,45%,245,33%,126,255,381,888,237,0.34,0.05,186,74%,6.18,195,7%,3%,4.65991171,6.033536245,1.039725836,2.57030303,4.013633829,7.59540404,12.33599442,2.59260223,10.71089684,0%,40,746,123,2,23%,0%
S01010905,Greenock East,Inverclyde,972,666,13%,128,10%,67,135,69,31,174,0.21,0.04,140,77%,5.33,151,3%,7%,3.594384796,5.333087774,2.469474922,3.057586806,3.707362853,8.164745763,12.0074569,5.532413793,9.894059561,4%,20,207,91,3,14%,0%
S01010906,Greenock East,Inverclyde,1071,750,24%,257,16%,119,150,121,203,66,0.21,0.04,129,72%,5.30,180,5%,4%,4.310289855,5.249174431,3.322606108,2.51910596,3.516286232,9.036619718,11.68647774,6.048871636,10.23414596,0%,16,150,164,2,17%,0%
S01010907,"Port Glasgow Upper, West and Central",Inverclyde,685,454,4%,24,2%,10,60,6,0,98,0.14,0.09,77,88%,5.88,80,1%,10%,1.998764259,3.332842205,2.469420152,3.100204082,1.953764259,8.26016129,14.61364068,12.27728137,10.57893536,0%,3,44,29,3,6%,1%
S01010908,"Port Glasgow Upper, West and Central",Inverclyde,576,355,24%,138,17%,60,165,163,189,166,0.24,0.08,139,71%,5.54,127,2%,9%,3.311163934,4.170889344,3.307286885,2.197651515,2.478221311,8.887560976,11.00253279,8.227106557,9.38197541,0%,9,157,107,5,18%,1%
S01010909,"Port Glasgow Upper, West and Central",Inverclyde,666,419,8%,52,6%,27,90,41,23,205,0.24,0.07,96,81%,6.25,99,1%,8%,3.083165266,3.943648459,3.079380252,1.896551724,2.535556723,8.158842105,10.82815826,8.416106443,9.01640056,0%,3,45,70,10,10%,1%
S01010910,"Port Glasgow Upper, West and Central",Inverclyde,529,337,33%,174,28%,95,205,340,147,121,0.25,0.08,142,60%,4.67,183,14%,1%,1.66355,2.52355,1.659975,1.39271028,0.948045,7.437972973,6.62968,4.1949,4.23722,14%,33,627,117,34,23%,7%
S01010911,"Port Glasgow Upper, West and Central",Inverclyde,515,307,30%,153,25%,75,195,272,375,154,0.30,0.17,143,62%,5.40,164,26%,3%,1.31767098,1.622181146,1.284163586,2.259482759,1.156640481,7.257228916,4.926589649,3.877564695,3.515711645,0%,27,527,90,17,17%,3%
S01010912,"Port Glasgow Upper, West and Central",Inverclyde,555,310,29%,163,25%,78,210,387,216,147,0.34,0.07,151,68%,5.00,202,8%,0%,2.122292285,2.362648368,2.125893917,3.043239437,2.081068249,6.042663934,5.913227003,6.008686944,5.949903561,0%,16,290,142,11,21%,2%
S01010913,"Port Glasgow Upper, West and Central",Inverclyde,657,436,11%,74,15%,63,120,148,113,55,0.23,0.00,95,89%,6.00,96,4%,13%,3.098827882,3.255739875,2.832305296,3.244038462,2.971238318,6.55875,10.46975078,9.524034268,10.42438474,0%,6,92,66,16,10%,2%
S01010914,"Port Glasgow Upper, West and Central",Inverclyde,619,397,12%,74,10%,37,105,55,50,69,0.20,0.06,100,78%,5.11,111,8%,8%,4.250219697,2.63944697,2.793541667,3.177590361,3.050113636,5.577195122,7.423522727,7.580045455,8.414507576,1%,11,179,87,9,13%,1%
S01010915,"Port Glasgow Upper, West and Central",Inverclyde,698,471,14%,95,10%,47,110,68,162,76,0.21,0.00,87,72%,5.68,120,1%,3%,4.968542799,2.419259511,2.573023098,2.916636905,2.829045516,5.34644,8.870516304,9.02578125,9.859898098,0%,12,173,89,6,12%,1%
S01010916,"Port Glasgow Mid, East and Central",Inverclyde,467,313,28%,130,28%,86,180,216,491,156,0.26,0.00,155,58%,5.78,196,20%,4%,2.773997396,2.791501736,2.585230035,2.369606299,3.075559896,5.091709402,7.045581597,5.869383681,6.547261285,0%,34,732,149,66,26%,11%
S01010917,"Port Glasgow Mid, East and Central",Inverclyde,564,367,24%,137,21%,75,150,125,446,76,0.23,0.13,102,73%,6.00,137,7%,8%,3.018370787,2.432015449,2.219922753,1.38677665,2.724132725,4.627654867,7.296471208,6.64997191,7.370660112,0%,14,250,85,36,12%,5%
S01010918,"Port Glasgow Mid, East and Central",Inverclyde,684,389,21%,144,15%,57,140,152,101,118,0.21,0.04,123,74%,5.25,163,6%,5%,4.382313433,1.772469471,1.76557327,1.8462,2.117418589,4.409673913,6.125495251,5.606105834,6.364667571,0%,36,529,82,3,11%,0%
S01010919,"Port Glasgow Mid, East and Central",Inverclyde,704,445,23%,161,17%,74,180,140,240,137,0.27,0.07,130,71%,5.40,184,4%,9%,4.409882763,2.003662864,1.814062104,1.395439815,2.299109632,4.001124031,7.65141635,6.712579214,7.497179975,0%,11,157,138,4,17%,1%
S01010920,"Port Glasgow Mid, East and Central",Inverclyde,602,409,30%,180,23%,95,210,87,220,143,0.27,0.09,139,60%,5.58,217,4%,5%,3.929263959,3.434373942,3.140554146,2.409021407,3.732474619,5.613411371,11.31923858,8.096573604,10.77333333,2%,15,251,113,3,19%,1%
S01010921,"Port Glasgow Mid, East and Central",Inverclyde,584,379,22%,128,20%,75,195,188,126,104,0.30,0.22,125,70%,4.93,202,10%,4%,5.248170635,2.850321429,1.369003968,2.223424242,3.17356746,4.618508772,13.42319048,4.739325397,13.24284921,0%,3,52,123,0,20%,0%
S01010922,"Port Glasgow Mid, East and Central",Inverclyde,853,460,29%,249,23%,104,155,265,164,162,0.32,0.19,143,60%,4.77,199,6%,2%,5.248719653,1.971800578,1.762702312,2.032573964,2.414144509,3.824322581,6.680421965,6.498919075,7.567265896,0%,20,236,132,18,16%,2%
S01010923,Port Glasgow Upper East,Inverclyde,853,526,23%,200,16%,84,160,183,220,120,0.28,0.07,149,69%,5.04,184,4%,6%,5.266220137,1.528031854,1.759658703,2.123263473,2.012454494,4.572568493,4.60483504,5.411453356,5.677036405,0%,15,177,151,25,17%,3%
S01010924,Port Glasgow Upper East,Inverclyde,539,343,22%,117,16%,56,180,181,151,90,0.29,0.00,137,69%,5.38,203,3%,6%,5.835531301,2.065638386,2.346305601,2.596453488,2.600897858,4.464951923,4.591346787,5.65089374,5.919991763,0%,14,261,93,24,15%,4%
S01010925,Port Glasgow Upper East,Inverclyde,690,417,27%,188,18%,74,155,160,136,134,0.23,0.16,105,69%,5.64,172,12%,4%,6.161200466,2.483047786,2.781150932,2.644204545,3.065215618,4.061846847,5.390635198,6.494326923,6.933916084,8%,8,117,169,9,20%,1%
S01010926,Port Glasgow Upper East,Inverclyde,770,447,28%,212,20%,87,190,106,61,125,0.28,0.13,116,76%,5.31,187,6%,4%,5.446780255,2.052961783,2.191910828,2.01,2.595716561,3.262296651,5.468522293,6.709101911,7.011719745,0%,38,496,147,8,19%,1%
S01010927,Port Glasgow Upper East,Inverclyde,590,355,22%,132,15%,53,165,104,56,93,0.26,0.14,114,78%,5.77,204,1%,2%,6.118132582,3.419211438,1.091837088,2.913836478,3.753847487,3.879961832,9.988786828,3.323483536,11.18963605,0%,9,153,116,5,20%,1%
S01010928,Port Glasgow Upper East,Inverclyde,731,438,26%,187,18%,80,190,131,315,138,0.22,0.09,135,65%,5.35,178,3%,3%,6.734824087,3.856928281,1.135142084,3.360117925,4.189631258,4.318609467,12.45998647,3.541427605,13.4322023,0%,17,234,121,21,16%,3%
S01010929,Port Glasgow Upper East,Inverclyde,628,414,26%,162,19%,77,205,269,126,131,0.29,0.00,141,63%,5.17,212,5%,5%,6.620734848,3.983856061,1.115458333,3.442164179,4.318299242,4.494896552,13.90335606,4.161454545,14.16012879,0%,23,368,130,16,20%,2%
S01010930,Rural South Midlothian,Midlothian,939,602,2%,20,2%,15,35,47,15,55,0.13,0.00,57,89%,5.57,41,0%,10%,6.138125,5.608419444,5.554927778,6.663139535,6.894155556,6.970294118,20.18706389,18.47575278,21.57834722,69%,14,153,11,19,1%,2%
S01010931,Rural South Midlothian,Midlothian,890,583,3%,28,3%,16,45,49,0,36,0.18,0.06,75,92%,5.94,66,6%,11%,8.626953488,9.477988372,8.492011628,7.938114407,8.79719186,13.95818584,23.69497093,21.23002907,21.99297965,24%,8,92,16,14,4%,3%
S01010932,Rural South Midlothian,Midlothian,715,464,14%,101,12%,53,145,57,0,102,0.27,0.05,112,82%,5.56,131,0%,6%,8.731709821,6.685486607,7.221924107,1.127056452,7.519223214,7.232831325,21.05270982,27.37396429,16.67113393,0%,14,201,77,7,14%,1%
S01010933,Rural South Midlothian,Midlothian,815,494,6%,45,5%,24,70,52,90,48,0.13,0.03,63,92%,5.90,63,6%,11%,9.45321805,6.634980237,7.172852437,2.492028689,8.24349473,7.722342657,26.103722,32.4726087,21.63797431,12%,20,251,38,5,5%,1%
S01010934,Penicuik Southeast,Midlothian,984,633,4%,39,5%,30,45,17,16,75,0.15,0.06,68,90%,6.16,45,2%,11%,3.549436959,2.08427334,2.2569923,4.729972376,3.272617902,4.021141975,8.421891242,5.827309913,8.685129933,0%,13,135,54,5,5%,0%
S01010935,Penicuik Southeast,Midlothian,655,334,5%,32,6%,18,75,95,28,91,0.18,0.00,81,91%,5.21,54,0%,11%,3.307282774,2.264927591,1.99746189,4.292105263,3.606200457,3.252307692,9.09038872,5.813376524,8.591410061,0%,9,141,40,3,6%,0%
S01010936,Penicuik Southeast,Midlothian,691,422,17%,116,15%,65,130,204,213,113,0.25,0.05,116,86%,5.38,91,2%,11%,2.419054252,1.875934751,1.154992669,3.628081761,3.254428152,2.643145161,5.71861437,3.268108504,5.647903226,0%,49,712,91,9,13%,1%
